title,source_title,year,doi,total_citations_wos_core
A SECOND LOOK AT PHARMACEUTICAL SPENDING AS DETERMINANTS OF HEALTH OUTCOMES IN CANADA,HEALTH ECONOMICS,2012,10.1002/hec.1415,12
Use of the Internet for willingness-to-pay surveys A comparison of face-to-face and web-based interviews,RESOURCE AND ENERGY ECONOMICS,2011,10.1016/j.reseneeco.2010.01.006,109
Health-care Reform in China,CHINESE ECONOMY,2010,10.2753/CES1097-1475430302,7
Mortality versus morbidity in the demographic transition,EUROPEAN ECONOMIC REVIEW,2014,10.1016/j.euroecorev.2014.06.011,20
French Retirement Reforms and Intragenerational Equity in Retirement Duration,ECONOMIST-NETHERLANDS,2013,10.1007/s10645-013-9212-6,3
"The impact of corruption on Environmental, Social and Corporate Governance (ESG) based on European Union countries.",EKONOMIA I PRAWO-ECONOMICS AND LAW,2024,10.12775/EiP.2024.019,0
Gender Disparities in Post-Conflict Societies: A Cross-National Analysis,FEMINIST ECONOMICS,2021,10.1080/13545701.2021.1901128,2
COMMON STOCHASTIC TRENDS IN EUROPEAN MORTALITY LEVELS: TESTING AND CONSEQUENCES FOR MODELING LONGEVITY RISK IN INSURANCE,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,2016,,2
"Priority Preferences: ""End of Life"" Does Not Matter, But Total Life Does",VALUE IN HEALTH,2013,10.1016/j.jval.2013.06.002,38
Joint life care annuities to help retired couples to finance the cost of long-term care,INSURANCE MATHEMATICS & ECONOMICS,2023,10.1016/j.insmatheco.2023.08.002,3
A Consequence of Social Entrepreneurial Intent: The Good Life,JOURNAL OF ENTREPRENEURSHIP,2024,10.1177/09713557241255403,0
Semi-parametric regression models and economies of scale in the presence of an endogenous variable,REGIONAL SCIENCE AND URBAN ECONOMICS,2014,10.1016/j.regsciurbeco.2014.10.002,3
Double-sided competition for the German health care market,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,2007,,2
Grey new world: Europe on the road to gerontocracy?,CESIFO ECONOMIC STUDIES,2008,10.1093/cesifo/ifn005,7
A welfare analysis of social security in a dynastic framework,INTERNATIONAL ECONOMIC REVIEW,2003,10.1111/1468-2354.t01-1-00108,53
Policies to stimulate growth: should we invest in health or education?,APPLIED ECONOMICS,2002,10.1080/00036840110115109,43
"Farm settlement with imperfect capital markets: a life-cycle application to Upper Canada, 1826-1851",CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,2001,10.1111/0008-4085.00069,14
Econometric Assessment of Social Indicators' Influence on the Regional Economic Growth Dynamics (Case Study of the Subjects of the Volga Federal District),ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,2020,10.15838/esc.2020.2.68.4,1
Health improvements impact income inequality,JOURNAL OF THE ECONOMICS OF AGEING,2022,10.1016/j.jeoa.2022.100385,2
When do smokers 'underestimate' smoking related mortality risks?,APPLIED ECONOMICS LETTERS,2005,10.1080/13504850500190279,6
The effects of aging on notional defined contribution pension systems: A theoretical investigation,METROECONOMICA,2018,10.1111/meca.12191,2
Decomposition of Quality-Adjusted Life Expectancy Inequalities by Mortality and Health-Related Quality of Life Dimensions,PHARMACOECONOMICS,2023,10.1007/s40273-023-01264-9,8
Gender longevity gap and socioeconomic indicators in developed countries,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,2019,10.1108/IJSE-02-2019-0082,3
"Health investment, saving, and public policy",CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,2006,10.1111/j.0008-4085.2006.00339.x,18
"A critique of the paper by Kanabar, R. and Simmons, P. (2016), <i>'To defer or not to defer? UK state pension and work decisions in a lifecycle model'</i>, Applied Economics, 48, 58, 5699-5716",APPLIED ECONOMICS,2018,10.1080/00036846.2018.1490003,0
Missing Poor in the US,JOURNAL OF ECONOMIC INEQUALITY,2024,10.1007/s10888-024-09625-w,0
Does Rising Income Inequality Reduce Life Expectancy? New Evidence for 26 European Countries (1995-2014),GLOBAL ECONOMIC REVIEW,2018,10.1080/1226508X.2018.1526098,8
Human development effects of large changes in food prices: Does openness policy matter?,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,2015,10.1080/09638199.2014.939694,1
The agrarian food consumption in Ukraine and its association with socio-demographic indicators of human development,ECONOMIC ANNALS-XXI,2019,10.21003/ea.V175-08,4
GYM ACCESS: PROPOSAL OF A SYNTHETIC VARIABLE IN THE FIGHT AGAINST NON-COMMUNICABLE CHRONIC DISEASES,RISUS-JOURNAL ON INNOVATION AND SUSTAINABILITY,2022,10.23925/2179-3565.2022v13i4p68-82,0
Innis Lecture: The time of your life: The mortality and longevity of Canadians,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,2024,10.1111/caje.12738,0
Long-term cost-effectiveness of quality of diabetes care; experiences from private and public diabetes centers in Iran,HEALTH ECONOMICS REVIEW,2022,10.1186/s13561-022-00377-9,3
Examining the impact of mortality improvements on the attractiveness of annuity products: A focus on the mortality drag,ECONOMICS LETTERS,2024,10.1016/j.econlet.2024.111892,0
Economic and social impacts of conflict: A cross-country analysis,ECONOMIC MODELLING,2022,10.1016/j.econmod.2022.105980,22
How are the international capital flows of rapidly aging countries affected by the elderly working longer?,ECONOMIC MODELLING,2021,10.1016/j.econmod.2020.11.003,1
"Ageing, health, and health care",OXFORD REVIEW OF ECONOMIC POLICY,2010,10.1093/oxrep/grq032,77
The impact of adult and non-adult mortality on development: Two centuries evidence from a panel of industrial countries,JOURNAL OF POLICY MODELING,2019,10.1016/j.jpolmod.2019.02.008,11
"Demographic change, PAYG pensions and child policies",JOURNAL OF PENSION ECONOMICS & FINANCE,2018,10.1017/S1474747216000299,8
An economic evaluation of the war on cancer,JOURNAL OF HEALTH ECONOMICS,2010,10.1016/j.jhealeco.2010.02.006,52
Inclusive economic growth and international trade in Peru 2000-2021,SUMA DE NEGOCIOS,2023,10.14349/sumneg/2023.V14.N30.A5,0
Demographic structure and growth: The effect of unfunded social security,ECONOMICS LETTERS,2008,10.1016/j.econlet.2008.02.024,4
The Black-white lifetime earnings gap,EXPLORATIONS IN ECONOMIC HISTORY,2024,10.1016/j.eeh.2024.101629,0
Does remittance inflow influence human development in south Asian countries? An empirical insight,BUSINESS STRATEGY AND DEVELOPMENT,2020,10.1002/bsd2.123,7
Mortality in the US by education level,ANNALS OF ACTUARIAL SCIENCE,2020,10.1017/S1748499520000044,5
A rational choice theory of midlife crises,ECONOMICS BULLETIN,2012,,0
Air pollution and infant mortality: Evidence from China,ECONOMICS & HUMAN BIOLOGY,2023,10.1016/j.ehb.2023.101229,11
Pension policies in a model with endogenous fertility,JOURNAL OF PENSION ECONOMICS & FINANCE,2020,10.1017/S1474747218000148,12
"Child labour, human capital and life expectancy",ECONOMICS BULLETIN,2015,,1
THE IMPACT OF CORRUPTION ON THE PERFORMANCE MANAGEMENT OF EUROPEAN HEALTH SYSTEMS,MANAGEMENT RESEARCH AND PRACTICE,2016,,2
Health and political regimes: Evidence from quantile regression,ECONOMIC SYSTEMS,2018,10.1016/j.ecosys.2017.06.003,8
Health inequalities in the European Union: an empirical analysis of the dynamics of regional differences,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2015,10.1007/s10198-014-0609-1,26
Determinants of Active Longevity: Results of a Survey of Vologda Long-Livers,Economic and Social Changes-Facts Trends Forecast,2016,10.15838/esc/2016.5.47.4,1
Smoking risks in Spain:: Part II -: Perceptions of environmental tobacco smoke externalities,JOURNAL OF RISK AND UNCERTAINTY,2000,10.1023/A:1007859307096,19
Do the Russians really save that much? Alternate estimates from the Russian Longitudinal Monitoring Survey,REVIEW OF ECONOMICS AND STATISTICS,1999,10.1162/003465399558418,17
DATA-BASE FOR DEVELOPMENT ANALYSIS - AN OVERVIEW,JOURNAL OF DEVELOPMENT ECONOMICS,1994,10.1016/0304-3878(94)00003-4,61
A cost-utility analysis of prolonged-release tacrolimus relative to immediate-release tacrolimus and ciclosporin in liver transplant recipients in the UK,JOURNAL OF MEDICAL ECONOMICS,2016,10.1080/13696998.2016.1189921,6
Shaping intergenerational relationships: the demonstration effect,ECONOMICS LETTERS,2000,10.1016/S0165-1765(00)00247-0,10
Corruption costs lives: evidence from a cross-country study,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2018,10.1007/s10198-017-0872-z,33
"WORK, MONEY, LIFESTYLE: <i>Plans of Australian retirees</i>",JASSA-THE FINSIA JOURNAL OF APPLIED FINANCE,2013,,4
The death effect in art prices: evidence from Denmark,APPLIED ECONOMICS,2008,10.1080/00036840600905191,13
The distribution of pension wealth in Europe,JOURNAL OF THE ECONOMICS OF AGEING,2019,10.1016/j.jeoa.2018.06.001,8
Co-movement between the convergence of economic and health status in Central and Eastern Europe,ACTA OECONOMICA,2022,10.1556/032.2022.00026,0
The Age of Milton Friedman,JOURNAL OF ECONOMIC LITERATURE,2009,10.1257/jel.47.1.123,59
"Working, consuming, and dying: Quantifying the diversity in the american experience",JOURNAL OF ECONOMIC DYNAMICS & CONTROL,2022,10.1016/j.jedc.2022.104357,2
Valuation of symptomatic hepatitis A in adults - Estimates based on time trade-off and willingness-to-pay measurement,PHARMACOECONOMICS,2002,10.2165/00019053-200220110-00003,23
OPTIMAL RETIREMENT AGEIN THE RGPS: AN ANALYSIS UNDER THE PERSPECTIVE OF THE EXPECTED FUTURE BENEFITS MAXIMIZATION,REVISTA EVIDENCIACAO CONTABIL & FINANCAS,2016,10.18405/recfin20160306,0
A model with self-fulfilling prophecies of longevity,ECONOMICS LETTERS,2006,10.1016/j.econlet.2005.11.008,7
"Gender equality, economic growth, and poverty in Côte d'Ivoire: A quantitative analysis",STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,2024,10.1016/j.strueco.2023.10.008,1
Is Trade Good for Your Health?,REVIEW OF INTERNATIONAL ECONOMICS,2007,10.1111/j.1467-9396.2007.00677.x,94
"On the dynamics of the age structure, dependency, and consumption",JOURNAL OF POPULATION ECONOMICS,2012,10.1007/s00148-011-0372-x,46
Supplying safe water in Bangladesh: A policy model based on multi-objective mixed integer programming,PAPERS IN REGIONAL SCIENCE,2007,10.1111/j.1435-5957.2007.00114.x,3
"FEATURES OF THE PENSION SYSTEM, THE IMPACT ON THE LEVEL, QUALITY, AND LIFE EXPECTANCY",INTERNATIONAL REVIEW,2019,,0
Degradation modelling and life expectancy using Markov chain model for carriageway,INTERNATIONAL JOURNAL OF QUALITY & RELIABILITY MANAGEMENT,2018,10.1108/IJQRM-06-2017-0116,7
Utility Values Associated with Atypical Hemolytic Uremic Syndrome-Related Attributes: A Discrete Choice Experiment in Five Countries,PHARMACOECONOMICS,2021,10.1007/s40273-021-01059-w,5
"The Human Development Index, 1870-1999: Some revised estimates",EUROPEAN REVIEW OF ECONOMIC HISTORY,2002,10.1017/S1361491602000187,49
Does adult height predict later mortality?: Comparative evidence from the <i>Early Indicators</i> samples in the United States,ECONOMICS & HUMAN BIOLOGY,2019,10.1016/j.ehb.2019.05.004,5
"Population norms for quality adjusted life years for the United States of America, China, the United Kingdom and Australia",HEALTH ECONOMICS,2021,10.1002/hec.4281,13
Clinical Effectiveness and Cost Effectiveness of Tailoring Chronic Hepatitis C Treatment with Peginterferon Alpha-2b Plus Ribavirin to HCV Genotype and Early Viral Response A Decision Analysis Based on German Guidelines,PHARMACOECONOMICS,2009,10.2165/00019053-200927040-00006,20
STUDY OF THE MITIGATION MECHANISMS OF THE LONGEVITY RISK IN INSURANCE AND PENSIONS,ANALES DEL INSTITUTO DE ACTUARIOS ESPANOLES,2023,10.26360/2023_4,0
THE AGEING OF THE POPULATION IN DEVELOPED COUNTRIES - THE ECONOMIC CONSEQUENCES IN THE CZECH REPUBLIC,ECONOMICS & SOCIOLOGY,2016,10.14254/2071-789X.2016/9-2/14,11
The historical development of mortality in Mecklenburg-Schwerin in the 19th century,HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG,2011,,0
Accounting for the Widening Mortality Gap between American Adults with and without a BA,BROOKINGS PAPERS ON ECONOMIC ACTIVITY,2023,10.1353/eca.2023.a935412,1
Calibration of Transition Intensities for a Multistate Model: Application to Long-Term Care,RISKS,2021,10.3390/risks9020037,5
"A comment on ""Height and the standard of living in Puerto Rico from the Spanish Enlightenment to annexation by the United States, 1770-1924""",ECONOMICS & HUMAN BIOLOGY,2024,10.1016/j.ehb.2024.101376,0
"Mortality, Health, and Marriage: A Study Based on Taiwan's Population Data",NORTH AMERICAN ACTUARIAL JOURNAL,2015,10.1080/10920277.2015.1019518,2
What Longevity Predictors Should Be Allowed for When Valuing Pension Scheme Liabilities?,BRITISH ACTUARIAL JOURNAL,2011,10.1017/S1357321711000018,17
HOW DO GENDER INEQUALITIES IN HEALTH RELATE TO THE COMPETITIVENESS OF DEVELOPED COUNTRIES? AN EMPIRICAL STUDY,JOURNAL OF COMPETITIVENESS,2020,10.7441/joc.2020.03.06,7
Is there a meaningful definition of the value of a statistical life?,JOURNAL OF HEALTH ECONOMICS,2001,10.1016/S0167-6296(00)00073-4,31
Trends in scrappage and survival of US light-duty vehicles,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2024,10.1016/j.tra.2024.103982,2
TEMPORAL EVOLUTION OF MORTALITY INDICATORS: APPLICATION TO SPANISH DATA,NORTH AMERICAN ACTUARIAL JOURNAL,2012,10.1080/10920277.2012.10590647,5
The Social Mortality Gradient and Social Mobility: New Insights from Early Scottish Chartered Accountants,ACCOUNTING REVIEW,2024,10.2308/TAR-2018-0415,0
How Effective Is Foreign Aid at Improving Health Outcomes in Recipient Countries?,ATLANTIC ECONOMIC JOURNAL,2019,10.1007/s11293-019-09645-2,6
Does population ageing affect savings in Europe?,JOURNAL OF POLICY MODELING,2020,10.1016/j.jpolmod.2019.07.009,19
Late marriage as a contributor to the industrial revolution in England,ECONOMIC HISTORY REVIEW,2018,10.1111/ehr.12651,27
Modelling mortality: are we heading in the right direction?,APPLIED ECONOMICS,2017,10.1080/00036846.2016.1192278,3
Understanding preference for egalitarian policies in health: are age and sex determinants?,APPLIED ECONOMICS,2008,10.1080/00036840600993940,10
Distributional consequences of including survivor costs in economic evaluations distributional consequences of survivor costs in economic evaluations,HEALTH ECONOMICS,2021,10.1002/hec.4401,2
When should functional neuroimaging techniques be used in the diagnosis and management of Alzheimer's dementia? A decision analysis,VALUE IN HEALTH,2003,10.1046/j.1524-4733.2003.65248.x,14
Dynamic Versus Static Modeling of Mortality-Related Benefits of PM<sub>2.5</sub> Reductions in the USA and Chile: 1990 to 2050,JOURNAL OF BENEFIT-COST ANALYSIS,2022,10.1017/bca.2022.5,2
THE ABILITY OF OLDER WORKERS WITH IMPAIRMENTS TO ADAPT TO NEW JOBS: CHANGING THE AGE CRITERIA FOR SOCIAL SECURITY DISABILITY INSURANCE,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,2019,10.1002/pam.22134,1
"The burden of coronary, cerebrovascular and peripheral arterial disease",PHARMACOECONOMICS,2004,10.2165/00019053-200422004-00004,44
An Empirical Study on Stochastic Mortality Modelling under the Age-Period-Cohort Framework: The Case of Greece with Applications to Insurance Pricing,RISKS,2018,10.3390/risks6020044,11
The nexus of aging in family businesses Decision-making models on preferring a suitable successor,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,2021,10.1108/JOCM-05-2019-0140,2
Identifying covariates of population health using extreme bound analysis,EUROPEAN JOURNAL OF HEALTH ECONOMICS,2014,10.1007/s10198-013-0492-1,11
IMPROVING HUMAN DEVELOPMENT: A LONG-RUN VIEW,JOURNAL OF ECONOMIC SURVEYS,2010,10.1111/j.1467-6419.2010.00639.x,21
Health Selection and the Effect of Smoking on Mortality,SCANDINAVIAN JOURNAL OF ECONOMICS,2013,10.1111/sjoe.12004,9
"Health, education, and life cycle savings in the development process",ECONOMIC INQUIRY,2007,10.1111/j.1465-7295.2007.00020.x,11
The influence of remittances on education and health outcomes: a cross country study,APPLIED ECONOMICS,2012,10.1080/00036846.2011.593499,84
Stratification: An Entropic View of Society's Structure,WORLD,2021,10.3390/world2020011,8
Bring technology home and stay healthy: The role of fourth industrial revolution and technology in improving the efficacy of health care spending,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2021,10.1016/j.techfore.2020.120556,2
"Urbanization, human capital, and cross-country productivity differences",ECONOMICS LETTERS,2012,10.1016/j.econlet.2012.04.072,42
TRENDS IN AUSTRALIAN LIVING STANDARDS SINCE 1890,AUSTRALIAN ECONOMIC HISTORY REVIEW,1992,10.1111/aehr.321002,8
Why the West got Rich Before Other Countries and Why China is Catching Up With the West Today? New Answer to the Old Question,ZHURNAL NOVAYA EKONOMICHESKAYA ASSOTSIATSIYA-JOURNAL OF THE NEW ECONOMIC,2012,,6
The Social Effects Of The Economic Transformation In India (An Attempt At Measurement and Evaluation),COMPARATIVE ECONOMIC RESEARCH-CENTRAL AND EASTERN EUROPE,2017,10.1515/cer-2017-0007,0
"Resource Rents, Human Development and Economic Growth in Sudan",ECONOMIES,2020,10.3390/economies8040099,38
Eliciting Subjective Survival Curves: Lessons from Partial Identification,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,2018,10.1080/07350015.2016.1213635,5
